Type,Component,Date,Value,Year
Income,Bussiness,01-04-2019,10000,2019
Income,Bussiness,01-05-2019,10000,2019
Income,Bussiness,01-06-2019,10000,2019
Income,Bussiness,01-07-2019,10000,2019
Income,Bussiness,01-08-2019,10000,2019
Income,Bussiness,01-09-2019,10000,2019
Income,Bussiness,01-10-2019,10000,2019
Income,Bussiness,01-11-2019,10000,2019
Income,Bussiness,01-12-2019,10000,2019
Income,Bussiness,01-01-2020,15000,2020
Income,Bussiness,01-02-2020,15000,2020
Income,Bussiness,01-03-2020,15000,2020
Income,Bussiness,01-04-2020,15000,2020
Income,Bussiness,01-05-2020,15000,2020
Income,Bussiness,01-06-2020,15000,2020
Income,Bussiness,01-07-2020,15000,2020
Income,Bussiness,01-08-2020,15000,2020
Income,Bussiness,01-09-2020,15000,2020
Income,Bussiness,01-10-2020,15000,2020
Income,Bussiness,01-11-2020,15000,2020
Income,Bussiness,01-12-2020,15000,2020
Income,Bussiness,01-01-2021,20000,2021
Income,Bussiness,01-02-2021,20000,2021
Income,Bussiness,01-03-2021,20000,2021
Income,Bussiness,01-04-2021,20000,2021
Income,Bussiness,01-05-2021,20000,2021
Income,Bussiness,01-06-2021,20000,2021
Income,Bussiness,01-07-2021,20000,2021
Income,Bussiness,01-08-2021,20000,2021
Income,Bussiness,01-09-2021,20000,2021
Income,Bussiness,01-10-2021,20000,2021
Income,Bussiness,01-11-2021,20000,2021
Income,Bussiness,01-12-2021,20000,2021
Income,Bussiness,01-01-2022,30000,2022
Income,Bussiness,01-02-2022,30000,2022
Income,Bussiness,01-03-2022,30000,2022
Income,Bussiness,01-04-2022,30000,2022
Income,Bussiness,01-05-2022,30000,2022
Income,Bussiness,01-06-2022,30000,2022
Income,Bussiness,01-07-2022,30000,2022
Income,Bussiness,01-08-2022,30000,2022
Income,Bussiness,01-09-2022,30000,2022
Income,Bussiness,01-10-2022,30000,2022
Income,Bussiness,01-11-2022,30000,2022
Income,Bussiness,01-12-2022,30000,2022
Income,Bussiness,01-01-2023,35000,2023
Income,Bussiness,01-02-2023,35000,2023
Income,Bussiness,01-03-2023,35000,2023
Income,Mutual Funds,01-01-2019,1300,2019
Income,Mutual Funds,01-02-2019,1300,2019
Income,Mutual Funds,01-03-2019,1300,2019
Income,Mutual Funds,01-04-2019,1300,2019
Income,Mutual Funds,01-05-2019,1300,2019
Income,Mutual Funds,01-06-2019,1300,2019
Income,Mutual Funds,01-07-2019,1300,2019
Income,Mutual Funds,01-08-2019,1300,2019
Income,Mutual Funds,01-09-2019,1300,2019
Income,Mutual Funds,01-10-2019,1300,2019
Income,Mutual Funds,01-11-2019,1300,2019
Income,Mutual Funds,01-12-2019,1300,2019
Income,Mutual Funds,01-01-2020,1500,2020
Income,Mutual Funds,01-02-2020,1500,2020
Income,Mutual Funds,01-03-2020,1500,2020
Income,Mutual Funds,01-04-2020,1500,2020
Income,Mutual Funds,01-05-2020,1500,2020
Income,Mutual Funds,01-06-2020,1500,2020
Income,Mutual Funds,01-07-2020,1500,2020
Income,Mutual Funds,01-08-2020,1500,2020
Income,Mutual Funds,01-09-2020,1500,2020
Income,Mutual Funds,01-10-2020,1500,2020
Income,Mutual Funds,01-11-2020,1500,2020
Income,Mutual Funds,01-12-2020,1500,2020
Income,Mutual Funds,01-01-2021,1700,2021
Income,Mutual Funds,01-02-2021,1700,2021
Income,Mutual Funds,01-03-2021,1700,2021
Income,Mutual Funds,01-04-2021,1700,2021
Income,Mutual Funds,01-05-2021,1700,2021
Income,Mutual Funds,01-06-2021,1700,2021
Income,Mutual Funds,01-07-2021,1700,2021
Income,Mutual Funds,01-08-2021,1700,2021
Income,Mutual Funds,01-09-2021,1700,2021
Income,Mutual Funds,01-10-2021,1700,2021
Income,Mutual Funds,01-11-2021,1700,2021
Income,Mutual Funds,01-12-2021,1700,2021
Income,Mutual Funds,01-01-2022,1900,2022
Income,Mutual Funds,01-02-2022,1900,2022
Income,Mutual Funds,01-03-2022,1900,2022
Income,Mutual Funds,01-04-2022,1900,2022
Income,Mutual Funds,01-05-2022,1900,2022
Income,Mutual Funds,01-06-2022,1900,2022
Income,Mutual Funds,01-07-2022,1900,2022
Income,Mutual Funds,01-08-2022,1900,2022
Income,Mutual Funds,01-09-2022,1900,2022
Income,Mutual Funds,01-10-2022,1900,2022
Income,Mutual Funds,01-11-2022,1900,2022
Income,Mutual Funds,01-12-2022,1900,2022
Income,Mutual Funds,01-01-2023,2000,2023
Income,Mutual Funds,01-02-2023,2000,2023
Income,Mutual Funds,01-03-2023,2000,2023
Income,Content Creation,01-01-2019,20000,2019
Income,Content Creation,01-02-2019,20000,2019
Income,Content Creation,01-03-2019,20000,2019
Income,Content Creation,01-04-2019,20000,2019
Income,Content Creation,01-05-2019,20000,2019
Income,Content Creation,01-06-2019,20000,2019
Income,Content Creation,01-07-2019,20000,2019
Income,Content Creation,01-08-2019,20000,2019
Income,Content Creation,01-09-2019,20000,2019
Income,Content Creation,01-10-2019,20000,2019
Income,Content Creation,01-11-2019,20000,2019
Income,Content Creation,01-12-2019,20000,2019
Income,Content Creation,01-01-2020,20000,2020
Income,Content Creation,01-02-2020,20000,2020
Income,Content Creation,01-03-2020,20000,2020
Income,Content Creation,01-04-2020,20000,2020
Income,Content Creation,01-05-2020,20000,2020
Income,Content Creation,01-06-2020,20000,2020
Income,Content Creation,01-07-2020,20000,2020
Income,Content Creation,01-08-2020,20000,2020
Income,Content Creation,01-09-2020,20000,2020
Income,Content Creation,01-10-2020,20000,2020
Income,Content Creation,01-11-2020,20000,2020
Income,Content Creation,01-12-2020,20000,2020
Income,Content Creation,01-01-2021,30000,2021
Income,Content Creation,01-02-2021,30000,2021
Income,Content Creation,01-03-2021,30000,2021
Income,Content Creation,01-04-2021,30000,2021
Income,Content Creation,01-05-2021,30000,2021
Income,Content Creation,01-06-2021,30000,2021
Income,Content Creation,01-07-2021,30000,2021
Income,Content Creation,01-08-2021,30000,2021
Income,Content Creation,01-09-2021,30000,2021
Income,Content Creation,01-10-2021,30000,2021
Income,Content Creation,01-11-2021,30000,2021
Income,Content Creation,01-12-2021,30000,2021
Income,Content Creation,01-01-2022,30000,2022
Income,Content Creation,01-02-2022,30000,2022
Income,Content Creation,01-03-2022,30000,2022
Income,Content Creation,01-04-2022,30000,2022
Income,Content Creation,01-05-2022,30000,2022
Income,Content Creation,01-06-2022,27000,2022
Income,Content Creation,01-07-2022,27000,2022
Income,Content Creation,01-08-2022,27000,2022
Income,Content Creation,01-09-2022,27000,2022
Income,Content Creation,01-10-2022,27000,2022
Income,Content Creation,01-11-2022,27000,2022
Income,Content Creation,01-12-2022,27000,2022
Income,Content Creation,01-01-2023,27000,2023
Income,Content Creation,01-02-2023,27000,2023
Income,Content Creation,01-03-2023,27000,2023
Expenses,Advertizing,01-01-2019,5000,2019
Expenses,Advertizing,01-02-2019,5000,2019
Expenses,Advertizing,01-03-2019,5000,2019
Expenses,Advertizing,01-04-2019,5000,2019
Expenses,Advertizing,01-05-2019,5000,2019
Expenses,Advertizing,01-06-2019,7000,2019
Expenses,Advertizing,01-07-2019,7000,2019
Expenses,Advertizing,01-08-2019,7000,2019
Expenses,Advertizing,01-09-2019,7000,2019
Expenses,Advertizing,01-10-2019,7000,2019
Expenses,Advertizing,01-11-2019,7000,2019
Expenses,Advertizing,01-12-2019,7000,2019
Expenses,Advertizing,01-01-2020,7000,2020
Expenses,Advertizing,01-02-2020,7000,2020
Expenses,Advertizing,01-03-2020,7000,2020
Expenses,Advertizing,01-04-2020,7000,2020
Expenses,Advertizing,01-05-2020,7000,2020
Expenses,Advertizing,01-06-2020,7000,2020
Expenses,Advertizing,01-07-2020,7000,2020
Expenses,Advertizing,01-08-2020,7000,2020
Expenses,Advertizing,01-09-2020,7000,2020
Expenses,Advertizing,01-10-2020,7000,2020
Expenses,Advertizing,01-11-2020,8000,2020
Expenses,Advertizing,01-12-2020,8000,2020
Expenses,Advertizing,01-01-2021,8000,2021
Expenses,Advertizing,01-02-2021,8000,2021
Expenses,Advertizing,01-03-2021,8000,2021
Expenses,Advertizing,01-04-2021,8000,2021
Expenses,Advertizing,01-05-2021,8000,2021
Expenses,Advertizing,01-06-2021,8000,2021
Expenses,Advertizing,01-07-2021,8000,2021
Expenses,Advertizing,01-08-2021,8000,2021
Expenses,Advertizing,01-09-2021,4000,2021
Expenses,Advertizing,01-10-2021,4000,2021
Expenses,Advertizing,01-11-2021,4000,2021
Expenses,Advertizing,01-12-2021,4000,2021
Expenses,Advertizing,01-01-2022,4000,2022
Expenses,Advertizing,01-02-2022,4000,2022
Expenses,Advertizing,01-03-2022,4000,2022
Expenses,Advertizing,01-04-2022,4000,2022
Expenses,Advertizing,01-05-2022,4000,2022
Expenses,Advertizing,01-06-2022,6000,2022
Expenses,Advertizing,01-07-2022,6000,2022
Expenses,Advertizing,01-08-2022,6000,2022
Expenses,Advertizing,01-09-2022,6000,2022
Expenses,Advertizing,01-10-2022,6000,2022
Expenses,Advertizing,01-11-2022,6000,2022
Expenses,Advertizing,01-12-2022,6000,2022
Expenses,Advertizing,01-01-2023,6000,2023
Expenses,Advertizing,01-02-2023,6000,2023
Expenses,Advertizing,01-03-2023,6000,2023
Expenses,Food & Groceries,01-01-2019,8000,2019
Expenses,Food & Groceries,01-02-2019,8000,2019
Expenses,Food & Groceries,01-03-2019,8000,2019
Expenses,Food & Groceries,01-04-2019,8000,2019
Expenses,Food & Groceries,01-05-2019,8000,2019
Expenses,Food & Groceries,01-06-2019,8000,2019
Expenses,Food & Groceries,01-07-2019,8000,2019
Expenses,Food & Groceries,01-08-2019,8000,2019
Expenses,Food & Groceries,01-09-2019,8000,2019
Expenses,Food & Groceries,01-10-2019,8000,2019
Expenses,Food & Groceries,01-11-2019,8000,2019
Expenses,Food & Groceries,01-12-2019,8000,2019
Expenses,Food & Groceries,01-01-2020,6000,2020
Expenses,Food & Groceries,01-02-2020,6000,2020
Expenses,Food & Groceries,01-03-2020,6000,2020
Expenses,Food & Groceries,01-04-2020,6000,2020
Expenses,Food & Groceries,01-05-2020,6000,2020
Expenses,Food & Groceries,01-06-2020,6000,2020
Expenses,Food & Groceries,01-07-2020,6000,2020
Expenses,Food & Groceries,01-08-2020,6000,2020
Expenses,Food & Groceries,01-09-2020,6000,2020
Expenses,Food & Groceries,01-10-2020,6000,2020
Expenses,Food & Groceries,01-11-2020,6000,2020
Expenses,Food & Groceries,01-12-2020,6000,2020
Expenses,Food & Groceries,01-01-2021,8000,2021
Expenses,Food & Groceries,01-02-2021,8000,2021
Expenses,Food & Groceries,01-03-2021,8000,2021
Expenses,Food & Groceries,01-04-2021,8000,2021
Expenses,Food & Groceries,01-05-2021,8000,2021
Expenses,Food & Groceries,01-06-2021,8000,2021
Expenses,Food & Groceries,01-07-2021,8000,2021
Expenses,Food & Groceries,01-08-2021,8000,2021
Expenses,Food & Groceries,01-09-2021,8000,2021
Expenses,Food & Groceries,01-10-2021,8000,2021
Expenses,Food & Groceries,01-11-2021,8000,2021
Expenses,Food & Groceries,01-12-2021,8000,2021
Expenses,Food & Groceries,01-01-2022,9000,2022
Expenses,Food & Groceries,01-02-2022,9000,2022
Expenses,Food & Groceries,01-03-2022,9000,2022
Expenses,Food & Groceries,01-04-2022,9000,2022
Expenses,Food & Groceries,01-05-2022,9000,2022
Expenses,Food & Groceries,01-06-2022,9000,2022
Expenses,Food & Groceries,01-07-2022,9000,2022
Expenses,Food & Groceries,01-08-2022,9000,2022
Expenses,Food & Groceries,01-09-2022,9000,2022
Expenses,Food & Groceries,01-10-2022,9000,2022
Expenses,Food & Groceries,01-11-2022,7000,2022
Expenses,Food & Groceries,01-12-2022,7000,2022
Expenses,Food & Groceries,01-01-2023,7000,2023
Expenses,Food & Groceries,01-02-2023,7000,2023
Expenses,Food & Groceries,01-03-2023,7000,2023
Expenses,Travel,01-01-2019,2500,2019
Expenses,Travel,01-02-2019,2500,2019
Expenses,Travel,01-03-2019,2500,2019
Expenses,Travel,01-04-2019,2500,2019
Expenses,Travel,01-05-2019,2500,2019
Expenses,Travel,01-06-2019,2500,2019
Expenses,Travel,01-07-2019,2500,2019
Expenses,Travel,01-08-2019,2500,2019
Expenses,Travel,01-09-2019,2500,2019
Expenses,Travel,01-10-2019,2500,2019
Expenses,Travel,01-11-2019,2500,2019
Expenses,Travel,01-12-2019,2500,2019
Expenses,Travel,01-01-2020,2000,2020
Expenses,Travel,01-02-2020,2000,2020
Expenses,Travel,01-03-2020,2000,2020
Expenses,Travel,01-04-2020,2000,2020
Expenses,Travel,01-05-2020,2000,2020
Expenses,Travel,01-06-2020,2000,2020
Expenses,Travel,01-07-2020,2000,2020
Expenses,Travel,01-08-2020,2000,2020
Expenses,Travel,01-09-2020,2000,2020
Expenses,Travel,01-10-2020,2000,2020
Expenses,Travel,01-11-2020,2000,2020
Expenses,Travel,01-12-2020,2000,2020
Expenses,Travel,01-01-2021,3500,2021
Expenses,Travel,01-02-2021,3500,2021
Expenses,Travel,01-03-2021,3500,2021
Expenses,Travel,01-04-2021,3500,2021
Expenses,Travel,01-05-2021,3500,2021
Expenses,Travel,01-06-2021,3500,2021
Expenses,Travel,01-07-2021,3500,2021
Expenses,Travel,01-08-2021,3500,2021
Expenses,Travel,01-09-2021,3500,2021
Expenses,Travel,01-10-2021,3500,2021
Expenses,Travel,01-11-2021,3500,2021
Expenses,Travel,01-12-2021,3500,2021
Expenses,Travel,01-01-2022,2500,2022
Expenses,Travel,01-02-2022,2500,2022
Expenses,Travel,01-03-2022,2500,2022
Expenses,Travel,01-04-2022,2500,2022
Expenses,Travel,01-05-2022,2500,2022
Expenses,Travel,01-06-2022,2500,2022
Expenses,Travel,01-07-2022,2500,2022
Expenses,Travel,01-08-2022,2500,2022
Expenses,Travel,01-09-2022,2500,2022
Expenses,Travel,01-10-2022,2500,2022
Expenses,Travel,01-11-2022,2500,2022
Expenses,Travel,01-12-2022,2500,2022
Expenses,Travel,01-01-2023,3500,2023
Expenses,Travel,01-02-2023,3500,2023
Expenses,Travel,01-03-2023,3500,2023
Expenses,Shopping,01-01-2019,4500,2019
Expenses,Shopping,01-02-2019,4500,2019
Expenses,Shopping,01-03-2019,4500,2019
Expenses,Shopping,01-04-2019,4500,2019
Expenses,Shopping,01-05-2019,4500,2019
Expenses,Shopping,01-06-2019,4500,2019
Expenses,Shopping,01-07-2019,4500,2019
Expenses,Shopping,01-08-2019,4500,2019
Expenses,Shopping,01-09-2019,4500,2019
Expenses,Shopping,01-10-2019,4500,2019
Expenses,Shopping,01-11-2019,4500,2019
Expenses,Shopping,01-12-2019,4500,2019
Expenses,Shopping,01-01-2020,4500,2020
Expenses,Shopping,01-02-2020,4500,2020
Expenses,Shopping,01-03-2020,4500,2020
Expenses,Shopping,01-04-2020,4500,2020
Expenses,Shopping,01-05-2020,4500,2020
Expenses,Shopping,01-06-2020,4500,2020
Expenses,Shopping,01-07-2020,4500,2020
Expenses,Shopping,01-08-2020,4500,2020
Expenses,Shopping,01-09-2020,4500,2020
Expenses,Shopping,01-10-2020,4500,2020
Expenses,Shopping,01-11-2020,4500,2020
Expenses,Shopping,01-12-2020,4500,2020
Expenses,Shopping,01-01-2021,5500,2021
Expenses,Shopping,01-02-2021,5500,2021
Expenses,Shopping,01-03-2021,5500,2021
Expenses,Shopping,01-04-2021,5500,2021
Expenses,Shopping,01-05-2021,5500,2021
Expenses,Shopping,01-06-2021,5500,2021
Expenses,Shopping,01-07-2021,5500,2021
Expenses,Shopping,01-08-2021,5500,2021
Expenses,Shopping,01-09-2021,5500,2021
Expenses,Shopping,01-10-2021,5500,2021
Expenses,Shopping,01-11-2021,5500,2021
Expenses,Shopping,01-12-2021,5500,2021
Expenses,Shopping,01-01-2022,6500,2022
Expenses,Shopping,01-02-2022,6500,2022
Expenses,Shopping,01-03-2022,6500,2022
Expenses,Shopping,01-04-2022,6500,2022
Expenses,Shopping,01-05-2022,6500,2022
Expenses,Shopping,01-06-2022,6500,2022
Expenses,Shopping,01-07-2022,6500,2022
Expenses,Shopping,01-08-2022,6500,2022
Expenses,Shopping,01-09-2022,6500,2022
Expenses,Shopping,01-10-2022,6500,2022
Expenses,Shopping,01-11-2022,6500,2022
Expenses,Shopping,01-12-2022,6500,2022
Expenses,Shopping,01-01-2023,6500,2023
Expenses,Shopping,01-02-2023,6500,2023
Expenses,Shopping,01-03-2023,6500,2023
Expenses,Bills,01-01-2019,1000,2019
Expenses,Bills,01-02-2019,1000,2019
Expenses,Bills,01-03-2019,1000,2019
Expenses,Bills,01-04-2019,1000,2019
Expenses,Bills,01-05-2019,1000,2019
Expenses,Bills,01-06-2019,1000,2019
Expenses,Bills,01-07-2019,1000,2019
Expenses,Bills,01-08-2019,1000,2019
Expenses,Bills,01-09-2019,1000,2019
Expenses,Bills,01-10-2019,1000,2019
Expenses,Bills,01-11-2019,1000,2019
Expenses,Bills,01-12-2019,1000,2019
Expenses,Bills,01-01-2020,1500,2020
Expenses,Bills,01-02-2020,1500,2020
Expenses,Bills,01-03-2020,1500,2020
Expenses,Bills,01-04-2020,1500,2020
Expenses,Bills,01-05-2020,1500,2020
Expenses,Bills,01-06-2020,1500,2020
Expenses,Bills,01-07-2020,1500,2020
Expenses,Bills,01-08-2020,1500,2020
Expenses,Bills,01-09-2020,1500,2020
Expenses,Bills,01-10-2020,1500,2020
Expenses,Bills,01-11-2020,1500,2020
Expenses,Bills,01-12-2020,1500,2020
Expenses,Bills,01-01-2021,2500,2021
Expenses,Bills,01-02-2021,2500,2021
Expenses,Bills,01-03-2021,2500,2021
Expenses,Bills,01-04-2021,2500,2021
Expenses,Bills,01-05-2021,2500,2021
Expenses,Bills,01-06-2021,2500,2021
Expenses,Bills,01-07-2021,2500,2021
Expenses,Bills,01-08-2021,2500,2021
Expenses,Bills,01-09-2021,2500,2021
Expenses,Bills,01-10-2021,2500,2021
Expenses,Bills,01-11-2021,2500,2021
Expenses,Bills,01-12-2021,2500,2021
Expenses,Bills,01-01-2022,2500,2022
Expenses,Bills,01-02-2022,3000,2022
Expenses,Bills,01-03-2022,3000,2022
Expenses,Bills,01-04-2022,3000,2022
Expenses,Bills,01-05-2022,3000,2022
Expenses,Bills,01-06-2022,3000,2022
Expenses,Bills,01-07-2022,3000,2022
Expenses,Bills,01-08-2022,3000,2022
Expenses,Bills,01-09-2022,3000,2022
Expenses,Bills,01-10-2022,3000,2022
Expenses,Bills,01-11-2022,3000,2022
Expenses,Bills,01-12-2022,3000,2022
Expenses,Bills,01-01-2023,2500,2023
Expenses,Bills,01-02-2023,2500,2023
Expenses,Bills,01-03-2023,2500,2023
Savings,Bank Account,01-04-2019,75000,2019
Savings,Bank Account,01-12-2019,60000,2019
Savings,Bank Account,01-05-2020,55000,2020
Savings,Bank Account,01-11-2020,40000,2020
Savings,Bank Account,01-02-2021,50000,2021
Savings,Bank Account,01-09-2021,90000,2021
Savings,Bank Account,01-01-2022,75000,2022
Savings,Bank Account,01-06-2022,85000,2022
Savings,FD,01-02-2020,100000,2020
Savings,Stocks,01-07-2019,80000,2019
Savings,Stocks,01-10-2019,45000,2019
Savings,Stocks,01-08-2020,30000,2020
Savings,Stocks,01-06-2020,60000,2020
Savings,Stocks,01-04-2021,75000,2021
Savings,Stocks,01-12-2021,20000,2021
Savings,Stocks,01-05-2022,45000,2022
Savings,Stocks,01-10-2022,65000,2022
Savings,Stocks,31-01-2022,76000,2023
Savings,Liquid Cash,01-03-2019,49000,2019
Savings,Liquid Cash,08-02-2021,70000,2021
Savings,Liquid Cash,21-08-2021,30150,2021
Savings,Liquid Cash,15-01-2023,55000,2023
Savings,Liquid Cash,01-03-2022,85000,2022
